tags,pub_date,long_com,short_com,cv,staff,intro,media_id
"['推理', '原创']",2017年7月12日,长评 ( 1 ),短评 ( 15 ),"阿園魁斗：加藤和树,有進杏茶：樱井孝宏,黒霧悠：小野大辅,テンテン：天龙源一郎,プクプク：诹访部顺一,ヨッチン：铃村健一,網野解音：原奈津子,ハッチン：德井青空,宝川日向：新田恵海,Qバスターヘッ..","原作：福士直也,导演：福士直也,人物设定：高野ひとみ、加藤優依、高柳江利菜,系列构成：加藤公平,音响监督：本山哲,动画制作：天狗工房,制作：カイトアンサ製作委員会",距离立川消灭还有5小时 被选中为救世主“Q Former”，深爱立川的热血男人阿园魁斗及其好友有进杏茶，背负起了解放闪耀的能量结晶“Q Stone”，拯救立川消灭的危机的使命。 与前辈Q Former网野解音以及元气JK宝川日向一起，向敌人的使者16臣封所出的16道“解谜”发起挑战的两人。 他们究竟能否答对全部的问题！？ 拯救立川！拜托了！魁斗、杏茶！,6376
"['热血', '科幻']",1972年10月1日,长评,短评 ( 17 ),"制作：吉田健二,企划：吉田健二、鸟海尽三,原作：吉田龙夫,人物设定：九里一平、天野嘉孝（现‧喜孝）、高田明美,美术设定：中村光毅,机械设定：大河原邦男,作画监修：宫本贞雄,片头作画：须田正己,剧本统筹：陶山智,制作：タツノコプロ、フジテレビ",0,《科学小飞侠》这部动画的原作是吉田龙夫（漫画家出身，后来投入动画制作而成立龙之子制作，已故），由鸟海尽三与陶山智负责企划。本片当初是以与巨大机械战斗的低年龄向动作片为起点，但在导入公害、科学、战争等现实中的严肃题材，与亲情及角色过去的戏剧性，这些非儿童导向的故事都博得好评，因而得以将预定的一年播映期延长，并成为龙之子制作的SF英雄动画类型经典代表作。,6246
"['游戏改', '战斗', '励志']",2016年4月3日,长评,短评 ( 19 ),"切札胜太：小林由美子,泷川露露：丹下樱,哈姆胜：高木涉,冈部：菅原雅芳,实话哥：石野龙三,路西法：水泽史绘,巴萨拉：福岛润","原作：松本しげのぶ,监督：佐々木忍,系列构成：加藤陽一,原案协力：西手成人,企划协力：中野哲,角色设计 / 总作画监督：薮本陽輔,CGI制作：田所洋行,美术监督：米田隆裕,色彩设计：児玉尚子,摄影监督：河合有紀子,动画监督：茂木仁史,CG监督：戸倉良太,动画制作：アセンション / 小学館ミュージック＆デジタルエンタテイメント",《决斗大师 VSRF》改编自决斗大师系列动作格斗类游戏，是一部热血励志动画。,13287272
[],2016年8月26日,长评,短评 ( 14 ),"田中树菜子：中島由貴,佐藤胡桃：小出ひかる,铃木绫子：新井田いづみ,西新井大师西：谷尻まりあ,芝草宇宙：徳井青空,高宫茄乃：鳴海杏子,新庄佳苗：三森すずこ,押本百合：渡部優衣,板东藻：花澤香菜","导演：板垣伸,分镜：村田光,主题歌演出：アース・スター ドリーム,动画制作：ミルパンセ,官方网站：http：//nemumi.com/,播放电视台：TOKYO MX,其他电视台：サンテレビ,播放结束：2016年6月27日,Copyright：©アース・スター エンターテイメント/うさかめ製作委員会",兔龟高中网球部所属的4位少女，田中纪奈子、铃木绫子、佐藤胡桃、西新井大师西追求着各自梦想与憧憬的青春群像剧之类的东西，在此开幕！高昂喜剧《女高网球部》的官方对手《兔龟》描绘了勤于社团活动的少女们平凡而有些奇怪的日常。,6170
"['热血', '科幻']",1979年10月7日,长评,短评 ( 3 ),"製作：吉田健二,企画：九里一平、柳川茂、鳥海尽三、陶山智,原作：吉田龙夫,角色设计：天野喜孝、高田明美,美术设计：中村光毅,机械设计：大河原邦男,作画监修：宮本貞雄,SF考证：小隅黎,音乐：筒井広志,制作人：九里一平、宮田知行,总监督：原征太郎,脚本协力：鳥プロ,色指定：羽生道代、鶴巻のりこ,编集：三木幸子、戸田れい子,制作：タツノコプロ、フジテレビ",0,《科学小飞侠》这部动画的原作是吉田龙夫（漫画家出身，后来投入动画制作而成立龙之子制作，已故），由鸟海尽三与陶山智负责企划。本片当初是以与巨大机械战斗的低年龄向动作片为起点，但在导入公害、科学、战争等现实中的严肃题材，与亲情及角色过去的戏剧性，这些非儿童导向的故事都博得好评，因而得以将预定的一年播映期延长，并成为龙之子制作的SF英雄动画类型经典代表作。,6160
"['热血', '科幻']",1978年10月1日,长评,短评 ( 4 ),"制作：吉田健二,企划：吉田健二、鸟海尽三,原作：吉田龙夫,人物设定：九里一平、天野嘉孝（现‧喜孝）、高田明美,美术设定：中村光毅,机械设定：大河原邦男,作画监修：宫本贞雄,片头作画：须田正己,剧本统筹：陶山智,制作：タツノコプロ、フジテレビ",0,《科学小飞侠》这部动画的原作是吉田龙夫（漫画家出身，后来投入动画制作而成立龙之子制作，已故），由鸟海尽三与陶山智负责企划。本片当初是以与巨大机械战斗的低年龄向动作片为起点，但在导入公害、科学、战争等现实中的严肃题材，与亲情及角色过去的戏剧性，这些非儿童导向的故事都博得好评，因而得以将预定的一年播映期延长，并成为龙之子制作的SF英雄动画类型经典代表作。,6144
"['萌系', '搞笑']",2016年12月31日,长评 ( 1 ),短评 ( 21 ),"夏洛克·雪莉福德：三森すずこ,让崎妮洛：徳井青空,艾露克露·伯顿：佐々木未来,柯蒂妮娅·格拉卡：橘田いずみ,亚森·罗森：明坂聡美,托艾特：岸尾だいすけ,斯通利巴：寺島拓篤,拉特：下野紘,明智小衣：..","脚本：ふでやすかずゆき,导演：桜井弘明,原作：クロノギアクリエイティヴ、ブシロード,人物原案：うさはらゆめ,演出：大久保政雄,分镜：桜井弘明,音乐：原田勝通、井ノ原智",《侦探歌剧少女福尔摩斯 派对之夜》讲述或译《侦探歌剧 少女福尔摩斯 愉快的珍珠之夜♪ ～肯与珍妮特的礼物～》，于2016年12月31日播出，内容为完全新作。,6136
[],1984年3月17日,长评,短评 ( 46 ),"导演：山本暎一,制作：辻信太郎",0,自七岁做女佣开始，你所知道的天灾，你不知道的人祸，你想象不到的人世间的苦难，在她的身上一一上演。为了奶奶和妈妈，阿信7岁就当了女佣。从此以后，她面对的是超负荷的劳动、严厉的管家、父亲的毒打、大地震的袭击、丈夫事业的毁灭、婆婆的虐待、孩子的夭折吗，是什么使阿信坚强地活了下来呢？女佣到老板，从地摊到连锁超市，从一无所有到身家显赫，一砖一瓦演泽神奇传说。 有人说女人是脆弱的象征，然而面对丈夫的自杀、长子的战死、多家商店的停业、竞争者的威胁、企业的破产、子女的离婚。阿信是如何力克重重阻碍最后达到事业巅峰、人生...,6087
['科幻'],1994年4月8日,长评 ( 1 ),短评 ( 10 ),"导演：奥田誠治,人物设定：高鉾誠,原作：真鍋譲治,系列构成：鳥海尽三,演出：則座誠,作画监督：湖川友謙,分镜：則座誠、湖川友謙,音乐：和田薫",0,银河起风云，战国燃烽火……天空一星独亮，恰似众星捧月，天人感应，地灵人杰，五丈之国，出现了一位集神武与霸气于一身的龙我雷将军。道师爷焚香卜卦，耸然一惊，断言天下必乱，诸侯争雄，皆难以与此人争锋……于是，南天争王，北天竞帝，兵火相连，合纵连横之道大开……,6074
['运动'],1992年4月14日,长评,短评 ( 3 ),"脚本：アミノテツロー、岸間信明,导演：アミノテツロー,演出：アミノテツロー,分镜：アミノテツロー、高村彰、鈴木敏明、加戸誉夫、小林哲也",0,讲一个男孩通过足球找到人生目标的故事。男主角叫五代隼，绿色头发的，经常身穿白色短袖衬衫，披一件红色外套，是五代财团的继承人，家中超有钱。故事的开始是讲他陪他的朋友鲁比道（译音）到日本做腿的手术，随后认识很多朋友和发生很多事，之后他喜欢上踢足球，他的绝招是“信天翁”射门，这也是他爸爸的绝招,6072
"['奇幻', '战斗']",2017年4月1日,长评,短评 ( 25 ),"焔レン：小林裕介,マナ：金元寿子,水澤葵：Lynn,影月明：河西健吾,若葉皆実：木村珠莉,オラゴン：福岛润","脚本：加藤陽一,导演：浜名孝行,音响：マジックカプセル,系列构成：加藤陽一,人物原案：岩元辰郎,演出：野上和男,作画监督：西村郁,分镜：浜名孝行,音乐：MONACA",本作将接续第一季的剧情，与握有钥匙的水泽葵，影月明，若叶皆实一起，如今的莲正迈出通往谜团的一步，对于前方沉睡着无法想象的真相一事，仍然一无所知......,6059
[],1996年4月20日,长评,短评 ( 5 ),"脚本：今西隆志,导演：今西隆志,人物设定：加藤裕美,制作管理：安形裕篤,作画监督：加藤裕美,动画制作：日本アニメーション,音乐：田中公平",0,主角的哈梅尔是个带着大型小提琴四处旅行的勇者，但他其实是被封印在潘朵拉的箱子的魔王的儿子。他的小提琴具有特殊力量，能够用音乐打倒魔族。在某个村庄哈梅尔与孤儿的村姑芬儿特相遇，将她从村子里带了出来。哈梅尔旅行的目的是为了前往魔王所居住的“北之都”。在旅程途中，哈梅尔的青梅竹马曁永远的劲敌钢琴手莱艾尔，与失去国家的王子多伦，在魔族之中长大，原为魔王军妖凤团长，哈梅尔的双胞胎妹妹西撒等人加入伙伴。随着故事进行，哈梅尔与芬儿特出生的秘密被阐明，敌人加入伙伴或是我方成为敌人，交织出复杂的人际关系，一边描写着每...,6037
"['搞笑', '泡面']",2017年4月2日,长评,短评 ( 32 ),"高橋一太郎：野田博史,下平加奈江：萩原鈴,薄井孝仁：ラブ守永,丸山大祐：ムラヤマ・Ｊ・サーシ,本庄美貴：佐藤未帆","监督：マシモユウ,企划：武井和夫（群馬テレビ） 川口典孝（コミックス・ウェーブ・フィルム）,制作人：中川伸一郎（群馬テレビ）,小川智弘（コミックス・ウェーブ・フィルム）,脚本：吹原幸太 ニシオカ・ト・ニール 冨坂友,音楽：山口由馬,音響監督：山田陽,効果：鋤柄務,製作：群馬テレビ",某地电视台已经发生的事？！描绘日常的短篇电视动画，第二部staff增加，火热上演！,6035
"['少儿', '泡面']",2017年4月4日,长评,短评 ( 9 ),原作：森下裕美,0,小学1年级生少年阿贝与胡麻斑海豹小芝麻的日常生活，讲述了他们的家和学校，以及住所附近的邻居们快乐的每一天！,6010
"['少儿', '游戏改']",2017年4月13日,长评 ( 1 ),短评 ( 45 ),"チャップ：潘 めぐみ,マヨネ：竹達 彩奈,ペペロン：杉村 憲司,ゴブさん：宮澤 正,ブタ子：岡田 恵,メローラ姫：柚木 涼香","总监督／原案・系列构成：日野 晃博,原作：レベルファイブ,动画制作：OLM Digital、Inc.,音响监督／音乐制作：原 太郎,音乐：近藤 嶺,监督：もりたけし",这是发生在“某个时代”“某个大陆”的极为微不足道的小事。有一个为了建设“大规模娱乐设施”而被要求全民撤离的村子。但，当村民拒绝了这一要求时，整个村子连同村民在一瞬间就被破坏殆尽。那里，是在“小小的幸福”当中度日的少年查普的村子……失去了一切、落入绝望谷底的查普，决定跨越悲伤展开复仇之旅。,6004
"['萌系', '日常', '泡面', '少儿']",2013年4月7日,长评,短评 ( 14 ),0,0,"在某个国家居住着，某处的“王”。国王喜欢鸡蛋，喜欢玩，不喜欢学习。贪吃，总说着任性的话，但却不令人讨厌。好像孩子的样子的“国王""的愉快的故事~「我是国王大人」系列是由日本知名童话作家寺村辉夫创作、和歌山静子绘制插画的长篇童话作品。本作自1959年由理论社出版以来，全系列约推出了50部作品，其累计销量也已超过500万部，即使如今已经过去50多年但依然保持着不错的人气。",599
['日常'],2013年4月7日,长评,短评 ( 25 ),0,0,居住在枝岛小区29号楼的小学生木下友夫，平时与母亲和姐姐两人一起生活，父亲则独自在外地工作，每天与周围的朋友们都过着怎样的生活呢？作品以架空的住宅区“枝岛小区”为舞台，主要是围绕居住在这个小区以及周边地域的人们展开故事。描写了他与住在附近的同班同学们一起度过的虽然有点无聊但也充满快乐的日常生活。,1730
"['原创', '偶像', '乙女', '泡面']",2017年4月5日,长评,短评 ( 15 ),"日之光:石井マーク,笹锦:沢城千春,一见钟情:草摩そうすけ,秋田小町:小森未彩,笑丸:玉城仁菜,红豆面包:榎木淳弥,主食面包:铃木裕斗,咖喱面包:大河元気,丁丁和尚:杉田智和","脚本:伊福部崇,导演:堀内隆,人物设定:澤田知世,原作:ヤオヨロズ,系列构成:高林ユーキ,演出:板庇迪、山崎雄太、由井翠,分镜:山崎雄太,动画制作：Encourage Films",Harvester。那是，展现出色演出的谷物所赢得的称号。在因减耕政策导致食品欧美化，餐桌的人气被面包取代的现在。餐桌成为了面包的Harvester“EAST KING”的专属舞台。进入即将废校的谷立稻穗学园的5位新生，为了取回米的人气而组成了“LOVE RICE”。为了超越EAST KING，努力地进行Harvest Show的练习,28229855
[],1990年3月21日,长评,短评 ( 2 ),"双槐树：,银河：佐野量子","脚本：宮崎晃,导演：鳥海永行,人物设定：近藤勝也,摄影监督：小山信夫,原画：大塚伸治、二木真希子、磯光雄,原作：酒見賢一,作画监督：近藤勝也",银河（Ginga）是一个单纯的，但精力充沛的乡村女孩，和父亲一起住在远离帝国首都的地方。当她得知她有机会成为年轻新皇帝的一个妾，并有可能成为他的正妻能管理皇帝其他所有的妻子时，银河就下了决心，说服她的父亲让她去。到那.之后，她见到了所有可能成为正妻的女孩，知道了她们每个人有不同的原因所以才来的。 所有都必须学会阅读和书写，学习她们国家的历史，并学习正确恰当的宫廷礼仪。银河的热情往往让她有更多的麻烦而不是使她远离了麻烦，她知道了前国王的正妻不是现任国王的母亲，这位皇太后即将发动一场政变。,5949
"['热血', '机战', '科幻']",2016年9月29日,长评,短评 ( 10 ),"日立 出：相葉裕樹,浅木 俊一：浅沼晋太郎,钉宫 惠：日笠陽子,入江 环：井口裕香,骏河 中：池田純矢,黒木 杏树：渡辺明乃,提奥莉亚：伊藤静,凉风 凛：沢城みゆき,西蒙 格托：東地宏樹","原作： 創通／フィールズ,导演： 元永慶太郎,脚本： 吉田玲子、志茂文彦、鈴木貴昭、伊藤ヒロ,分镜： 元永慶太郎、岩畑剛一、こでらかつゆき(小寺勝之)、小林孝志、ウシロシンジ、則座誠、松村樹里亜,演出： 元永慶太郎、則座誠、黒田やすひろ、山口頼房、末田宜史、ウシロシンジ、矢野孝典、松村樹里亜、江口大輔,音乐： 渡辺俊幸,人物设定： 平井久司,系列构成： 吉田玲子,美术监督： 前田実,色彩设计： 石黒けい、真壁源太,总作画监督： 佐光幸恵、高岡じゅんいち(高岡淳一)、牧孝雄",与TV版第24话和剧场版紧密联系的完全新作「飞往未来的翅膀」。,5942
['搞笑'],2013年8月27日,长评 ( 1 ),短评 ( 35 ),0,0,《裸狼》全集动画讲述的是主人公神舆岚为了赢得自己的对手铁锦而周游各国，在和各国高手的战斗中学会了四十八招的热血故事。故事中，世界强豪陆续登场，特别展现各国各地的特色服装与音乐。,5931
[],1990年5月25日,长评,短评 ( 14 ),"脚本：遠藤明範,导演：貞光紳也,人物设定：黄瀬和哉,原画：山下将仁、石井明治、高岡希一,作画监督：黄瀬和哉,分镜：水野和則",0,讲述主人公八神裕司是一名在男子学校就读的普通高中生，有着一个非同寻常的家庭。野美虽然是自己的亲生母亲，却非常年轻，看上去就像是跟自己同年的美少女一样。裕司爱了这个上看起来只有14岁的母亲。因为不知道自己究竟是恋母还是恋童，所以每天在理智和欲望中挣扎……而在他的周围还聚集着一群怪异的人，对学生母亲一见钟情自称迷恋“年长女性”的27岁单身导师、对同事死缠烂打兼有轻微妄想症的同性恋教师、和上司偸情不成把目标转移到儿子身上的强悍OL、暗恋有夫之妇不成去混暴走族的国中生、追求恋爱真髓的热血女高中生、为得美人心不择手...,5927
['机战'],2016年10月15日,长评,短评 ( 6 ),"十冻京：浅沼晋太郎,三崎紫雫乃：川澄綾子,守凪了子：花澤香菜,岛：坪井智浩,梅舞：牧野由依,梅妍：渡辺明乃,璐贤：朴璐美,河能 亨：柿原徹也,コハクラ・ナツミ：戸松遥","导演：下田正美,人物设定：山下明彦、田頭真理恵,机械设定：福島秀機,原作：伊東岳彦、矢立肇,色彩设计：柴田亜紀子,分镜：中原れい,音乐：大塚彩子",十冻京是原本是一个快活的游泳少年，在千叶县的舞浜南高中上学，本应忙碌于恋爱和友情的他，有一天在神秘的转学生紫雫乃的引导下，被卷入了异世界的巨大机器人的战斗中。在反复的战斗中怀抱着各种疑问，并且苦恼着的京，为了保护自己与同伴而挺身投入了一场关乎世界存亡的战斗之中……,5926
