title,episodes,mark,score,is_finish,series_follow,follows,coins,likes,danmus,views,area,count,season_type,tags,pub_date,long_com,short_com,production,cv,intro
城下町的蒲公英,12,会员专享,9.7,1,752178,752178,49745,59113,257762,8447250,日本,6653,1,"['治愈', '搞笑']",2015-07-02,12,2042,Production IMS,"樱田茜：花泽香菜,樱田葵：茅野爱衣,樱田修：木村良平,樱田奏：石原夏织,樱田遥：村濑步,樱田岬：松井惠理子,樱田光：小仓唯,樱田辉：胜田诗织,樱田栞：铃木爱奈,佐藤花：相坂优歌","在城市中过着平凡生活的樱田一家，其实是统治着国家的王族——而且每个人都拥有超能力！在这样一家的三男六女,九个兄弟姐妹之中，将由国民投票选举出下一届国王。作为选举的参考，城市中安装了诸多摄像机，并对他们的行动进行电视直播。究竟谁能在选举中胜出呢！？由樱田一家展开的家庭轻喜剧拉开帷幕！"
和歌子酒 动画,12,免费,9.7,1,345083,345083,14298,29201,57641,15378799,日本,2035,1,"['日常', '泡面', '治愈', '美食']",2015-07-05,6,703,Office DCI,"村崎ワカコ：沢城みゆき,若い男A：高橋伸也",喜欢美味的酒和食物胜过其他任何东西的26岁OL，村崎和歌子。对于和歌子来说最治愈的事情，是在工作后独自一人走遍各处喝酒，毫不迟疑地穿过偶然见到的店的门帘，完全融入佳肴美酒的幸福瞬间
迷糊餐厅 WORKING!!!,13,独家,9.7,1,905754,417622,45050,27336,341522,14820970,日本,3473,1,"['搞笑', '日常', '声控', '美食']",2015-07-04,10,925,A1 Pictures,"小鸟游宗太：福山润,种岛白杨：阿澄佳奈,伊波真昼：藤田咲,轰八千代：喜多村英梨,白藤杏子：渡边久美子,佐藤润：小野大辅,相马博臣：神谷浩史,小鸟游一枝：白石凉子,小鸟游泉：日笠阳子",在2014年8月10日举办的的“夏祭哟！全员集合 ～《迷糊餐厅》&《跟班×服务》合作活动～”的最后，发表了《WORKING!!迷糊餐厅》TV动画第3期的制作决定。电视动画将于2015年7月开始播放。
天线宝宝,130,免费,9.7,0,341759,321169,40999,101753,249263,24741521,英国,5002,1,['少儿'],1997-03-31,10,2191,无,0,"《天线宝宝》有两个元素：一个是“幻想园地”,一个是“真实纪录”。“幻想园地”是指《天线宝宝》的主要场景“神奇岛”(香港译名为天线得得园)，岛上有许多幻想奇观，让孩子有创造力,想像力；四个天线宝宝在神奇岛上玩乐，彼此之间有良好的关系，没有暴力，虽然很多事情都不懂，但是很喜欢学习。天线宝宝们是科技的产物，是幻想的人物，不等同于人类，所以不一定要有父母,兄弟姊妹等人类关系，坐下时会发出“叭”的声音。"
黑塔利亚 The World Twinkle 第6期,15,独家,9.7,1,1227994,504736,35848,105497,314471,23087168,日本,3834,1,"['萌系', '日常', '泡面', '声控']",2015-07-03,25,1262,Studio DEEN,"意大利：浪川大辅,德意志：安元洋贵,日本：高桥广树,美利坚/加拿大：小西克幸,英吉利：杉山纪彰,法兰西：小野坂昌也,中国：甲斐田ゆき,俄罗斯：高户靖广,普鲁士/爱沙尼亚/希腊：高坂笃志,奥地利：笹..","将世界上各国固有的风俗,风潮,水土等赋予角色，将国家拟人化的历史喜剧。以世界史为主轴，以主角意大利所属的轴心国为中心，史实中夹杂诙谐，描写各国之间的可爱故事。第六季的副标题为The World Twinkle。"
赤发白雪姬 第一季,12,免费,9.7,1,1660684,1458517,118009,114075,1040846,32716493,日本,6329,1,"['少女', '奇幻', '架空']",2015-07-06,31,1827,BONES,"白雪：早见沙织,千·威斯塔利亚：逢坂良太,光秀·路恩：梅原裕一郎,木木·塞兰：名冢佳织,欧比：冈本信彦,龙：三瓶由布子,巳早：丰永利行,拉冀：福山润,该菈柯：甲斐田裕子,伊札那：石田彰",天生拥有一头如红苹果般美丽发色的少女白雪，因为稀有的发色而被恶名昭彰的拉冀王子看上，打算强行纳她为爱妾。困扰的她剪下一撮红发后离家出走，决定离开自己的国家。在逃到邻国克拉利涅斯的森林时，白雪遇到了偷偷出城游玩的克拉利涅斯王国第二王子——千，以及他的随从光秀和木木。在与千成了朋友并知道了他的真实身分后，白雪决定在克拉利涅斯王国留下来，并决心以自己的力量成为千的助力……
哆啦A梦 大雄的猫狗时空传,1,免费,9.7,1,1926848,58633,5171,10005,30388,2017259,日本,632,1,"['萌系', '奇幻', '科幻', '少儿']",2004-03-06,4,147,无,"哆啦a梦：大山羡代,大雄：小原乃梨子,胖虎：立壁和也,小夫：肝付兼太,静香：野村道子",大雄有一天相救并收养一只差点溺水的狗，取名为“阿一”。某日，大雄和哆啦A梦还有静香为了不让妈妈知道大雄收养狗而用任意门逃到后山，并发现后山大量被遗弃的猫狗，于是连同胖虎和小夫一起带了许多的野猫野狗坐时光机回到还未有任何人类存在的三亿年前（石炭纪晚期）的地球建立猫狗王国。大雄使用了“进化退化放射线枪”将阿一进化成像人类一样，使其能够听得懂人类的话。当日傍晚，当大雄要回到二十一世纪时，答应阿一明天一定会再来，并在上时光机时，不小心将剑玉的球掉落在那里，被阿一捡起。翌日，大雄等人在返回三亿前的途中遇上时间扭...
哆啦A梦 大雄与风之使者,1,免费,9.7,1,1926848,51847,3557,8083,22181,1694141,日本,491,1,"['萌系', '奇幻', '科幻', '少儿']",2003-03-08,3,115,无,"哆啦a梦：大山羡代,大雄：小原乃梨子,胖虎：立壁和也,小夫：肝付兼太,静香：野村道子","小風在偶然的机会下认识了大雄，并被大雄收留成为好朋友。大雄,哆啦A梦和带小風无意间闯进了风之村，这里的人都是利用风从事所有的事情。此时，被封印已久善于利用风做坏事的岚族邪恶族长乌兰达被唤醒过来，竟然想重新利用怪物馬風卡征服世界，可爱的小風竟然是怪物馬風卡的一部分，为了拯救世界及小風，大雄及哆啦A梦将要一起经历一个不可思议的旅程。"
哆啦A梦 大雄与梦幻三剑士,1,免费,9.7,1,1926848,49165,3712,6765,22550,1289922,日本,521,1,"['萌系', '奇幻', '科幻', '少儿']",1994-03-12,1,122,LIDENFILM,"哆啦A梦：大山羡代,野比大雄：小原乃梨子,胖虎：肝付兼太,小夫：八代骏,静香：恵比寿まさ子,老师：加藤修","现实世界里的大雄一事无成，利用哆啦A梦的造梦机，在梦境世界却成为英雄剑士，与妖怪军团作战，但是梦境渐渐与现实交错，发生不可思议的事情。大雄使用了哆啦A梦的任意选择梦境机套装，并配上“梦幻三剑士”的盒带，把他带进了一个超真实的梦幻世界，在梦之国当中--犹美伦国正被妖灵大帝侵略。而大雄为救静香公主并与她结婚，决定起肩负打倒妖灵大帝柯多来武的重任。 到底得到白银之剑而变身成白银剑士的大雄，与好友小夫,胖虎,静香及变身成魔法师的哆啦A梦在梦境中会遇到什么困难呢……"
机动武斗传G高达,49,免费,9.7,1,92084,92084,6113,16275,91269,3569700,日本,1246,1,"['热血', '机战', '科幻']",1994-04-01,4,350,无,"レイン・ミカムラ:天野由梨,多蒙·卡修:関智一,东方不败亚洲天王:秋元羊介,ウルベ・イシカワ:飛田展男,チボデー・クロケット:大塚芳忠,ジョルジュ・ド・サンド:山崎たくみ,レイモンド・ビショップ:岡和男,シュバルツ・ブルーダー:堀秀行,ナスターシャ・ザビコフ:横尾まり","《机动武斗传G高达》是日本动画制作公司Sunrise制作的电视动画作品，于1994年4月1日至1995年3月31日每周五17:00~17:30在朝日电视台播出，全49集。平成三部曲（G,W,X） 之一。"
探险活宝 第七季（中配）,38,免费,9.7,1,80464,35107,2411,10177,15827,5369377,美国,224,1,['搞笑'],2015-11-02,1,80,无,"老皮：曹冀鲁,阿宝：李涵菲 / 刘杰,泡泡糖公主：林美秀,哔莫：雷碧文,玛瑟琳：雷碧文",主人公是一个带着无可救药的傻气，充满天真浪漫的热情的人类小男孩阿宝，他最喜欢的事情就是冒险，梦想是成为伟大的英雄。作为阿宝的兄弟和最好的朋友，老皮是动画的另一个主人公，他是一只魔法狗，拥有神奇的变形伸缩能力，性格虽然玩世不恭，做事却成熟老成。在哇塞大陆他们一起打怪冒险，一起生活一起成长。
探险活宝 第六季（中配）,42,免费,9.7,1,80464,64569,4713,17771,24023,4553829,美国,341,1,['搞笑'],2014-04-21,1,119,无,"老皮：曹冀鲁,阿宝：李涵菲 / 刘杰,泡泡糖公主：林美秀,哔莫：雷碧文,玛瑟琳：雷碧文",主人公是一个带着无可救药的傻气，充满天真浪漫的热情的人类小男孩阿宝，他最喜欢的事情就是冒险，梦想是成为伟大的英雄。作为阿宝的兄弟和最好的朋友，老皮是动画的另一个主人公，他是一只魔法狗，拥有神奇的变形伸缩能力，性格虽然玩世不恭，做事却成熟老成。在哇塞大陆他们一起打怪冒险，一起生活一起成长。
小魔女学园,1,免费,9.7,1,1192515,220183,9123,16259,16673,2300046,日本,1869,1,"['萌系', '奇幻', '搞笑', '校园']",2013-03-02,1,434,无,"アッコ（亚可·卡嘉莉）：潘 めぐみ（潘惠美）,ロッテ（洛蒂·杨森）：折笠 富美子（折笠富美子）,スーシィ（苏西・曼芭芭拉）：村瀬 迪与（村濑迪与）,ダイアナ（戴安娜·卡文迪什）：日笠 阳子（日笠阳..",从小就对魔术表演深深着迷的阿科，入院进入了欧洲的魔女培养名校“露娜诺娃魔法学校”进行学习。但与巨大的期待相反，每天的授课意外地无聊。决心要打破魔法界保守的氛围，夺回梦寐以求的魔法的阿科，却遭到周围的冷眼嘲笑，甚至连课业也止步不前。而她唯一的队友就只有室友兼好友的萝特和苏西二人。就在这样日子里的某一天，学校发生了件不得了的大事件。手握着解决这措手不及事件关键的阿科，同萝特和苏西一同面对着学校分崩离析的危机！
言叶之庭,1,免费,9.7,1,2887251,2887250,313362,281568,790120,29658269,日本,26193,1,"['日常', '少女', '治愈']",2013-05-31,121,6310,CoMix Wave Films,"秋月孝雄：入野自由,雪野百香里：花泽香菜,孝雄的母亲：平野文,孝雄的哥哥：前田刚,孝雄哥哥的女友：寺崎裕香,松本：井上优,佐藤：潘惠美,相泽：小松未可子","刚满15岁的高中生秋月孝雄，因母亲离家出走，不得不为了生计打工赚钱。入梅之日，孝雄逃课来到一座日本庭园。安静的小亭子里，27岁的职场女性雪野百香里边吃巧克力,边喝啤酒的样子引起了他的注意。对彼此感到似曾相识的二人，每到落雨之日便从世俗的烦恼中逃脱出来，相会于这座都市丛林中的幽静角落。在梅雨季节，他们的心渐渐互相靠拢。志愿成为手工鞋匠的秋月，决心为雪野做一双鞋。雨过天晴，艳阳高照，庭园中久久不见两人的身影……"
小马宝莉 友谊的魔力 第六季 (中配）,26,免费,9.7,1,940907,187593,24228,130311,416975,33701094,美国,2011,1,"['萌系', '魔法', '日常', '少儿']",2016-03-26,8,593,无,"编剧：Lauren Faust，Amy Keating Rogers，M. A. Larson，Meghan McCarthy，Cindy Morrow，Charlotte Fullerton，Merriwether Williams，Chris Savino，Dave Polsky,角色设计：Lauren Faust,音乐：Daniel Ingram， William Kevin Anderson,导演：Jayson Thiessen，James Wootton,制片：DHX Media/Vancouver Hasbro Studios",小马宝莉（My Little Pony） 由美国玩具商孩之宝于2010年10月10日在美国The Hub电视频道开始播出的卡通影集。故事叙述了小马暮光闪闪为了执行导师宇宙公主给她的任务，与助手斯派克一起来到小马镇学习有关友谊魔法的知识，在学习和生活的过程中她结识了五位好朋友，并获得了真正的友谊。她们在谐律精华中，各代表一个关键元素。
机动战舰大和抚子 剧场版,1,独家,9.7,1,53814,18920,941,2070,2158,261247,日本,281,1,"['机战', '科幻']",1998-08-08,1,71,XEBEC,"星野琉璃：南央美,天河明人：上田祐司,御统百合香：桑島法子",地球和木連結盟後，宇宙總算恢復和平。天河明人和御統由利加終於結婚了，但是在新婚旅行中，他們因乘坐的飛機失事爆炸而遇難……然後，三年過去了。此作是機動戰艦TV版放1996年放送後，於1998年分開的劇場版 The Prince of Darkness。八號殖民地「白雪公主」被人襲擊了，以星野琉璃為艦長的Nadesico B被委派作出调查。但是琉璃與Nadesico 一行如何應付名為「火星的繼任者」標榜著新的秩序的對手嗎？
特别版 Free!-Take Your Marks-,1,独家,9.7,1,2066927,172902,12243,13684,85078,1340444,日本,1992,1,"['社团', '运动']",2018-04-18,10,467,京都动画,"七濑遥：岛崎信长,橘真琴：铃木达央,叶月渚：代永翼,龙崎怜：平川大辅,松冈凛：宫野真守,山崎宗介：细谷佳正,似鸟爱一郎：宫田幸季,御子柴百太郎：铃村健一","本片为完全新作，分为《命运的选择！》《放松身心的秘密温泉！》《团结的蝶泳！》《启程的永恒之蓝！》4个章节，讲述遥高中毕业前后的故事。关于游泳,青春与羁绊的少年们的故事再次展开！"
剧场版 K Seven Stories,13,独家,9.7,1,3472164,715400,68771,64566,214178,12315101,日本,6351,1,"['奇幻', '战斗', '声控', '原创']",2018-07-07,59,1866,无,"周防尊：津田健次郎,宗像礼司：杉田智和,草薙出云：樱井孝宏,十束多多良：梶裕貴,矢俣大智：八代拓(NEW),伊佐那社：浪川大辅,夜刀神狗朗：小野大辅,伏见猿比古：宫野真守,八田美咲：福山润,比水流：兴津和幸,淡岛世理：泽城美雪",以类似现代日本为背景所创作的《K》，讲述围绕在七位王权者和关系人物的故事，结合了刺激的异能战斗，角色的因缘纠葛和细致的美型人物设定也是一大亮点。随着TV动画的剧情，七位王权者和其氏族的相互竞合，一步步解开了异能的来源「德累斯顿石板」以及主角「伊佐那社」的秘密。故事在TV动画已有完整结局，本次剧场版《K SEVEN STORIES》则是补全各王权者和主要角色的过去和未来，每2话为一个章节，共6章节。在六章节之后，还会有OVA《THE 偶像·K》，关于“如果「K」中的各角色化身为偶像”之后发生的故事。
少女革命 思春期默示录,1,免费,9.7,1,297619,107249,3594,15345,5695,901848,日本,824,1,"['奇幻', '战斗']",1999-08-14,5,208,J.C.STAFF,"天上欧蒂娜：川上伦子,姬宫安希：渊崎有里子,凤晓生：小杉十郎太,桐生冬芽：子安武人,桐生七实：白鳥由里,有栖川树璃：三石琴乃,薰梢：本多知恵子,薰干：久川綾",打扮成男子模样的少女·天上欧蒂娜因为某个原因而转学到贵族学校·凤学园，在那里，她遇到了被称为“蔷薇新娘”的美丽少女姬宫安希，从而被卷入了一场以争夺“蔷薇新娘”为目标的决斗游戏。与TV版相比，剧场版的很多设定都作了大幅度变更。监督几原邦彦在制作剧场版时减少了突发演出的场面，希望让观众更容易理解作品的意涵。画面比TV版更华丽且超乎现实，相对地，故事内容更现实而残酷。剧场版中，欧蒂娜幼时不曾遇见过王子，想成为王子是由于其他更强烈的理由；男装打扮也比TV版更为彻底，只有在决斗时才会把头发放下，动作和语气也显得更男孩...
